xFe;aFe;xAl;aAl
0.498;0.027616884;0.502;0.032516333
0.499;0.027616884;0.501;0.032516333
0.50;0.027616884;0.50;0.032516333
0.501;0.027616884;0.499;0.032516333
0.502;0.027616884;0.498;0.032516333
0.503;0.027616884;0.497;0.032516333
0.504;0.027616884;0.496;0.032516333
0.505;0.027616884;0.495;0.032516333
0.506;0.027616884;0.494;0.032516333
0.507;0.027616884;0.493;0.032516333
0.508;0.027616884;0.492;0.032516333
0.509;0.027616884;0.491;0.032516333
0.51;0.027616884;0.49;0.032516333
0.511;0.027616884;0.489;0.032516333
0.512;0.027616884;0.488;0.032516333
0.513;0.027616884;0.487;0.032516333
0.514;0.027616884;0.486;0.032516333
0.515;0.027616884;0.485;0.032516333
0.516;0.027616884;0.484;0.032516333
0.517;0.027616884;0.483;0.032516333
0.518;0.027616884;0.482;0.032065034
0.519;0.027916105;0.481;0.031549471
0.52;0.02834608;0.48;0.031043599
0.521;0.028782521;0.479;0.030547265
0.522;0.029225427;0.478;0.030060314
0.523;0.029674798;0.477;0.029582593
0.524;0.030130635;0.476;0.029113952
0.525;0.030592938;0.475;0.028654239
0.526;0.031061705;0.474;0.028203306
0.527;0.031536938;0.473;0.027761006
0.528;0.032018637;0.472;0.027327193
0.529;0.032506801;0.471;0.026901722
0.53;0.03300143;0.47;0.026484449
0.531;0.033502525;0.469;0.026075232
0.532;0.034010085;0.468;0.02567393
0.533;0.03452411;0.467;0.025280405
0.534;0.035044601;0.466;0.024894516
0.535;0.035571558;0.465;0.024516129
0.536;0.036104979;0.464;0.024145107
0.537;0.036644866;0.463;0.023781315
0.538;0.037191219;0.462;0.023424621
0.539;0.037744037;0.461;0.023074894
0.54;0.03830332;0.46;0.022732002
0.541;0.038869069;0.459;0.022395817
0.542;0.039441283;0.458;0.022066211
0.543;0.040019962;0.457;0.021743058
0.544;0.040605107;0.456;0.021426232
0.545;0.041196718;0.455;0.02111561
0.546;0.041794793;0.454;0.02081107
0.547;0.042399334;0.453;0.020512489
0.548;0.043010341;0.452;0.02021975
0.549;0.043627813;0.451;0.019932732
0.55;0.04425175;0.45;0.019651319
0.551;0.044882153;0.449;0.019375394
0.552;0.045519021;0.448;0.019104844
0.553;0.046162354;0.447;0.018839555
0.554;0.046812153;0.446;0.018579416
0.555;0.047468418;0.445;0.018324314
0.556;0.048131147;0.444;0.018074142
0.557;0.048800342;0.443;0.017828791
0.558;0.049476003;0.442;0.017588154
0.559;0.050158129;0.441;0.017352127
0.56;0.05084672;0.44;0.017120604
0.561;0.051541777;0.439;0.016893484
0.562;0.052243299;0.438;0.016670665
0.563;0.052951286;0.437;0.016452047
0.564;0.053665739;0.436;0.01623753
0.565;0.054386658;0.435;0.016027018
0.566;0.055114041;0.434;0.015820415
0.567;0.05584789;0.433;0.015617625
0.568;0.056588205;0.432;0.015418555
0.569;0.057334985;0.431;0.015223113
0.57;0.05808823;0.43;0.015031208
0.571;0.058847941;0.429;0.01484275
0.572;0.059614117;0.428;0.014657651
0.573;0.060386758;0.427;0.014475824
0.574;0.061165865;0.426;0.014297183
0.575;0.061951437;0.425;0.014121645
0.576;0.062743475;0.424;0.013949126
0.577;0.063541978;0.423;0.013779543
0.578;0.064346947;0.422;0.013612818
0.579;0.065158381;0.421;0.013448871
0.58;0.06597628;0.42;0.013287624
0.581;0.066800645;0.419;0.013129001
0.582;0.067631475;0.418;0.012972926
0.583;0.06846877;0.417;0.012819326
0.584;0.069312531;0.416;0.012668128
0.585;0.070162757;0.415;0.012519261
0.586;0.071019449;0.414;0.012372656
0.587;0.071882606;0.413;0.012228243
0.588;0.072752229;0.412;0.012085955
0.589;0.073628317;0.411;0.011945727
0.59;0.07451087;0.41;0.011807493
0.591;0.075399889;0.409;0.011671191
0.592;0.076295373;0.408;0.011536759
0.593;0.077197322;0.407;0.011404136
0.594;0.078105737;0.406;0.011273262
0.595;0.079020618;0.405;0.011144079
0.596;0.079941963;0.404;0.011016532
0.597;0.080869774;0.403;0.010890563
0.598;0.081804051;0.402;0.01076612
0.599;0.082744793;0.401;0.01064315
0.60;0.083692;0.40;0.0105216
0.601;0.084645673;0.399;0.010401421
0.602;0.085605811;0.398;0.010282564
0.603;0.086572414;0.397;0.010164982
0.604;0.087545483;0.396;0.010048628
0.605;0.088525018;0.395;0.009933457
0.606;0.089511017;0.394;0.009819426
0.607;0.090503482;0.393;0.009706493
0.608;0.091502413;0.392;0.009594616
0.609;0.092507809;0.391;0.009483756
0.61;0.09351967;0.39;0.009373874
0.611;0.094537997;0.389;0.009264934
0.612;0.095562789;0.388;0.0091569
0.613;0.096594046;0.387;0.009049738
0.614;0.097631769;0.386;0.008943414
0.615;0.098675958;0.385;0.008837896
0.616;0.099726611;0.384;0.008733155
0.617;0.10078373;0.383;0.008629161
0.618;0.101847315;0.382;0.008525887
0.619;0.102917365;0.381;0.008423305
0.62;0.10399388;0.38;0.008321391
0.621;0.105076861;0.379;0.00822012
0.622;0.106166307;0.378;0.008119471
0.623;0.107262218;0.377;0.008019422
0.624;0.108364595;0.376;0.007919953
0.625;0.109473438;0.375;0.007821045
0.626;0.110588745;0.374;0.007722681
0.627;0.111710518;0.373;0.007624846
0.628;0.112838757;0.372;0.007527524
0.629;0.113973461;0.371;0.007430703
0.63;0.11511463;0.37;0.007334369
0.631;0.116262265;0.369;0.007238513
0.632;0.117416365;0.368;0.007143125
0.633;0.11857693;0.367;0.007048197
0.634;0.119743961;0.366;0.006953722
0.635;0.120917458;0.365;0.006859695
0.636;0.122097419;0.364;0.006766111
0.637;0.123283846;0.363;0.006672969
0.638;0.124476739;0.362;0.006580265
0.639;0.125676097;0.361;0.006488
0.64;0.12688192;0.36;0.006396175
0.641;0.128094209;0.359;0.006304793
0.642;0.129312963;0.358;0.006213857
0.643;0.130538182;0.357;0.006123373
0.644;0.131769867;0.356;0.006033346
0.645;0.133008018;0.355;0.005943785
0.646;0.134252633;0.354;0.005854697
0.647;0.135503714;0.353;0.005766095
0.648;0.136761261;0.352;0.005677989
0.649;0.138025273;0.351;0.005590392
0.65;0.13929575;0.35;0.005503319
0.651;0.140572693;0.349;0.005416784
0.652;0.141856101;0.348;0.005330806
0.653;0.143145974;0.347;0.005245402
0.654;0.144442313;0.346;0.005160592
0.655;0.145745118;0.345;0.005076396
0.656;0.147054387;0.344;0.004992836
0.657;0.148370122;0.343;0.004909937
0.658;0.149692323;0.342;0.004827723
0.659;0.151020989;0.341;0.00474622
0.66;0.15235612;0.34;0.004665455
0.661;0.153697717;0.339;0.004585457
0.662;0.155045779;0.338;0.004506256
0.663;0.156400306;0.337;0.004427884
0.664;0.157761299;0.336;0.004350372
0.665;0.159128758;0.335;0.004273756
0.666;0.160502681;0.334;0.00419807
0.667;0.16188307;0.333;0.004123352
0.668;0.163269925;0.332;0.004049638
0.669;0.164663245;0.331;0.003976968
0.67;0.16606303;0.33;0.003905383
0.671;0.16855616;0.329;0.003834924
0.672;0.1700668;0.328;0.003765636
0.673;0.17158683;0.327;0.003697561
0.674;0.17311627;0.326;0.003630746
0.675;0.17465514;0.325;0.003565239
0.676;0.17620346;0.324;0.003501087
0.677;0.17776124;0.323;0.00343834
0.678;0.1793285;0.322;0.00337705
0.679;0.18090526;0.321;0.003317268
0.68;0.18249153;0.32;0.003259049
0.681;0.18408733;0.319;0.003202447
0.682;0.18569267;0.318;0.003024356
0.683;0.18730757;0.317;0.002968583
0.684;0.18893205;0.316;0.002913736
0.685;0.19056612;0.315;0.002859801
0.686;0.19220979;0.314;0.002806766
0.687;0.19386307;0.313;0.002754616
0.688;0.19552599;0.312;0.002703338
0.689;0.19719855;0.311;0.002652919
0.69;0.19888076;0.31;0.002603347
0.691;0.20057265;0.309;0.002554608
0.692;0.20227421;0.308;0.00250669
0.693;0.20398547;0.307;0.002459581
0.694;0.20570643;0.306;0.002413268
0.695;0.20743711;0.305;0.002367739
0.696;0.20917751;0.304;0.002322983
0.697;0.21092764;0.303;0.002278988
0.698;0.21268752;0.302;0.002235741
0.699;0.21445716;0.301;0.002193232
0.70;0.21623655;0.30;0.00215145
0.701;0.21802572;0.299;0.002110382
0.702;0.21982467;0.298;0.002070019
0.703;0.2216334;0.297;0.00203035
0.704;0.22345193;0.296;0.001991363
0.705;0.22528026;0.295;0.001953049
0.706;0.22711839;0.294;0.001915397
0.707;0.22896634;0.293;0.001878396
0.708;0.2308241;0.292;0.001842037
0.709;0.23269169;0.291;0.001806309
0.71;0.23456911;0.29;0.001771204
0.711;0.23645636;0.289;0.00173671
0.712;0.23835344;0.288;0.001702819
0.713;0.24026036;0.287;0.001669521
0.714;0.24217712;0.286;0.001636808
0.715;0.24410372;0.285;0.001604669
0.716;0.24604017;0.284;0.001573095
0.717;0.24798646;0.283;0.001542079
0.718;0.2499426;0.282;0.001511611
0.719;0.25190859;0.281;0.001481682
0.72;0.25388442;0.28;0.001452284
0.721;0.25587009;0.279;0.001423408
0.722;0.25786561;0.278;0.001395047
0.723;0.25987096;0.277;0.001367192
0.724;0.26188616;0.276;0.001339835
0.725;0.26391119;0.275;0.001312967
0.726;0.26594605;0.274;0.001286582
0.727;0.26799074;0.273;0.001260672
0.728;0.27004526;0.272;0.001235228
0.729;0.27210959;0.271;0.001210244
0.73;0.27418372;0.27;0.001185712
0.731;0.27626767;0.269;0.001161625
0.732;0.27836141;0.268;0.001137975
0.733;0.28046494;0.267;0.001114755
0.734;0.28257826;0.266;0.001091959
0.735;0.28470134;0.265;0.00106958
0.736;0.28683419;0.264;0.00104761
0.737;0.28897679;0.263;0.001026044
0.738;0.29112914;0.262;0.001004874
0.739;0.29329121;0.261;0.000984095
0.74;0.29546301;0.26;0.000963699
0.741;0.29764451;0.259;0.00094368
0.742;0.29983571;0.258;0.000924033
0.743;0.30203658;0.257;0.00090475
0.744;0.30424712;0.256;0.000885827
0.745;0.30646731;0.255;0.000867257
0.746;0.30869714;0.254;0.000849034
0.747;0.31093659;0.253;0.000831153
0.748;0.31318563;0.252;0.000813607
0.749;0.31544427;0.251;0.000796392
0.75;0.31771246;0.25;0.000779501
0.751;0.31999021;0.249;0.00076293
0.752;0.32227748;0.248;0.000746672
0.753;0.32457426;0.247;0.000730724
0.754;0.32688053;0.246;0.000715078
0.755;0.32919627;0.245;0.000699731
0.756;0.33152144;0.244;0.000684678
0.757;0.33385604;0.243;0.000669912
0.758;0.33620004;0.242;0.00065543
0.759;0.33855341;0.241;0.000641227
0.76;0.34091613;0.24;0.000627297
0.761;0.34328817;0.239;0.000613637
0.762;0.34566951;0.238;0.000600241
0.763;0.34806012;0.237;0.000587105
0.764;0.35045998;0.236;0.000574225
0.765;0.35286906;0.235;0.000561596
0.766;0.35528732;0.234;0.000549213
0.767;0.35771474;0.233;0.000537074
0.768;0.36015129;0.232;0.000525172
0.769;0.36259695;0.231;0.000513505
0.77;0.36505167;0.23;0.000502068
0.771;0.36751542;0.229;0.000490857
0.772;0.36998819;0.228;0.000479868
0.773;0.37246993;0.227;0.000469098
0.774;0.3749606;0.226;0.000458542
0.775;0.37746019;0.225;0.000448197
0.776;0.37996864;0.224;0.000438058
0.777;0.38248593;0.223;0.000428123
0.778;0.38501203;0.222;0.000418387
0.779;0.38754689;0.221;0.000408848
0.78;0.39009048;0.22;0.000399501
0.781;0.39264276;0.219;0.000390344
0.782;0.3952037;0.218;0.000381372
0.783;0.39777325;0.217;0.000372583
0.784;0.40035138;0.216;0.000363973
0.785;0.40293806;0.215;0.000355539
0.786;0.40553323;0.214;0.000347278
0.787;0.40813686;0.213;0.000339186
0.788;0.41074892;0.212;0.000331261
0.789;0.41336935;0.211;0.0003235
0.79;0.41599812;0.21;0.000315899
0.791;0.41863519;0.209;0.000308456
0.792;0.42128051;0.208;0.000301168
0.793;0.42393405;0.207;0.000294031
0.794;0.42659576;0.206;0.000287044
0.795;0.42926121;0.205;0.000280214
0.796;0.43180183;0.204;0.000273855
0.797;0.43435936;0.203;0.000267597
0.798;0.43693367;0.202;0.000261442
0.799;0.4395246;0.201;0.000255388
0.80;0.442132;0.20;0.000249435
0.801;0.44475573;0.199;0.000243583
0.802;0.44739564;0.198;0.000237831
0.803;0.45005157;0.197;0.000232179
0.804;0.45272339;0.196;0.000226627
0.805;0.45541095;0.195;0.000221174
0.806;0.45811409;0.194;0.000215819
0.807;0.46083268;0.193;0.000210562
0.808;0.46356656;0.192;0.000205402
0.809;0.46631558;0.191;0.000200338
0.81;0.4690796;0.19;0.000195369
0.811;0.47185847;0.189;0.000190495
0.812;0.47465203;0.188;0.000185716
0.813;0.47746014;0.187;0.000181029
0.814;0.48028264;0.186;0.000176434
0.815;0.48311938;0.185;0.00017193
0.816;0.48597021;0.184;0.000167517
0.817;0.48883498;0.183;0.000163192
0.818;0.49171353;0.182;0.000158956
0.819;0.4946057;0.181;0.000154807
0.82;0.49751133;0.18;0.000150745
0.821;0.50043027;0.179;0.000146767
0.822;0.50336237;0.178;0.000142874
0.823;0.50630744;0.177;0.000139063
0.824;0.50926535;0.176;0.000135334
0.825;0.51223591;0.175;0.000131687
0.826;0.51521897;0.174;0.000128119
0.827;0.51821436;0.173;0.000124629
0.828;0.52122191;0.172;0.000121217
0.829;0.52424145;0.171;0.000117881
0.83;0.52727281;0.17;0.00011462
0.831;0.53031582;0.169;0.000111433
0.832;0.5333703;0.168;0.00010832
0.833;0.53643607;0.167;0.000105278
0.834;0.53951296;0.166;0.000102306
0.835;0.54260079;0.165;9.94039E-05
0.836;0.54569938;0.164;9.65702E-05
0.837;0.54880854;0.163;9.38035E-05
0.838;0.55192808;0.162;9.11029E-05
0.839;0.55505782;0.161;8.84672E-05
0.84;0.55819758;0.16;8.58952E-05
0.841;0.56134715;0.159;8.33858E-05
0.842;0.56450634;0.158;8.09379E-05
0.843;0.56767496;0.157;7.85504E-05
0.844;0.57085282;0.156;7.62222E-05
0.845;0.5740397;0.155;7.39522E-05
0.846;0.57723542;0.154;7.17392E-05
0.847;0.58043976;0.153;6.95822E-05
0.848;0.58365252;0.152;6.74801E-05
0.849;0.58687349;0.151;6.54319E-05
0.85;0.59010246;0.15;6.34365E-05
0.851;0.59333922;0.149;6.14928E-05
0.852;0.59658356;0.148;5.95998E-05
0.853;0.59983524;0.147;5.77565E-05
0.854;0.60309407;0.146;5.59618E-05
0.855;0.60635981;0.145;5.42148E-05
0.856;0.60963224;0.144;5.25144E-05
0.857;0.61291113;0.143;5.08598E-05
0.858;0.61619626;0.142;4.92498E-05
0.859;0.61948739;0.141;4.76835E-05
0.86;0.62278429;0.14;4.61601E-05
0.861;0.62608673;0.139;4.46785E-05
0.862;0.62939446;0.138;4.32378E-05
0.863;0.63270725;0.137;4.18372E-05
0.864;0.63602486;0.136;4.04757E-05
0.865;0.63934703;0.135;3.91525E-05
0.866;0.64267353;0.134;3.78666E-05
0.867;0.64600409;0.133;3.66173E-05
0.868;0.64933847;0.132;3.54036E-05
0.869;0.65267642;0.131;3.42247E-05
0.87;0.65601768;0.13;3.30799E-05
0.871;0.65936198;0.129;3.19683E-05
0.872;0.66270907;0.128;3.08891E-05
0.873;0.66605868;0.127;2.98416E-05
0.874;0.66941054;0.126;2.8825E-05
0.875;0.67276439;0.125;2.78384E-05
0.876;0.67611996;0.124;2.68813E-05
0.877;0.67947696;0.123;2.59528E-05
0.878;0.68283514;0.122;2.50522E-05
0.879;0.6861942;0.121;2.41789E-05
0.88;0.68955386;0.12;2.33322E-05
0.881;0.69291385;0.119;2.25113E-05
0.882;0.69627388;0.118;2.17156E-05
0.883;0.69963365;0.117;2.09445E-05
0.884;0.70299289;0.116;2.01974E-05
0.885;0.7063513;0.115;1.94735E-05
0.886;0.70970858;0.114;1.87723E-05
0.887;0.71306444;0.113;1.80932E-05
0.888;0.71641858;0.112;1.74357E-05
0.889;0.71977069;0.111;1.6799E-05
0.89;0.72312048;0.11;1.61827E-05
0.891;0.72646764;0.109;1.55862E-05
0.892;0.72981187;0.108;1.5009E-05
0.893;0.73315284;0.107;1.44505E-05
0.894;0.73649026;0.106;1.39102E-05
0.895;0.73982381;0.105;1.33877E-05
0.896;0.74315316;0.104;1.28823E-05
0.897;0.74647802;0.103;1.23937E-05
0.898;0.74979804;0.102;1.19214E-05
0.899;0.75311292;0.101;1.14648E-05
0.90;0.75642233;0.10;1.10236E-05
0.901;0.75972594;0.099;1.05973E-05
0.902;0.76302343;0.098;1.01854E-05
0.903;0.76631447;0.097;9.78765E-06
0.904;0.76959872;0.096;9.40349E-06
0.905;0.77287586;0.095;9.03255E-06
0.906;0.77614554;0.094;8.67446E-06
0.907;0.77940744;0.093;8.32883E-06
0.908;0.78266122;0.092;7.99528E-06
0.909;0.78590653;0.091;7.67344E-06
0.91;0.78914304;0.09;7.36297E-06
0.911;0.7923704;0.089;7.06352E-06
0.912;0.79558827;0.088;6.77474E-06
0.913;0.7987963;0.087;6.49631E-06
0.914;0.80199415;0.086;6.22791E-06
0.915;0.80518147;0.085;5.96922E-06
0.916;0.80835791;0.084;5.71994E-06
0.917;0.81152312;0.083;5.47978E-06
0.918;0.81467674;0.082;5.24844E-06
0.919;0.81781843;0.081;5.02564E-06
0.92;0.82094783;0.08;4.81111E-06
0.921;0.82406458;0.079;4.60459E-06
0.922;0.82716833;0.078;4.4058E-06
0.923;0.83025872;0.077;4.21451E-06
0.924;0.83333539;0.076;4.03046E-06
0.925;0.83639798;0.075;3.85342E-06
0.926;0.83944614;0.074;3.68316E-06
0.927;0.8424795;0.073;3.51944E-06
0.928;0.84549771;0.072;3.36205E-06
0.929;0.84850039;0.071;3.21078E-06
0.93;0.85148719;0.07;3.06542E-06
0.931;0.85445775;0.069;2.92577E-06
0.932;0.85741169;0.068;2.79164E-06
0.933;0.86034867;0.067;2.66282E-06
0.934;0.86326831;0.066;2.53915E-06
0.935;0.86617024;0.065;2.42044E-06
0.936;0.86905411;0.064;2.30652E-06
0.937;0.87191955;0.063;2.19722E-06
0.938;0.8747662;0.062;2.09238E-06
0.939;0.87759368;0.061;1.99183E-06
0.94;0.88040165;0.06;1.89543E-06
0.941;0.88318972;0.059;1.80303E-06
0.942;0.88595754;0.058;1.71448E-06
0.943;0.88870474;0.057;1.62964E-06
0.944;0.89143097;0.056;1.54838E-06
0.945;0.89413585;0.055;1.47057E-06
0.946;0.89681902;0.054;1.39608E-06
0.947;0.89948012;0.053;1.32478E-06
0.948;0.9021188;0.052;1.25657E-06
0.949;0.90473469;0.051;1.19131E-06
0.95;0.90732742;0.05;1.12891E-06
0.951;0.90989665;0.049;1.06924E-06
0.952;0.91244201;0.048;1.01222E-06
0.953;0.91496314;0.047;9.57734E-07
0.954;0.9174597;0.046;9.05688E-07
0.955;0.91993132;0.045;8.55987E-07
0.956;0.92237766;0.044;8.0854E-07
0.957;0.92479835;0.043;7.63259E-07
0.958;0.92719306;0.042;7.20059E-07
0.959;0.92956143;0.041;6.78858E-07
0.96;0.93190311;0.04;6.39575E-07
0.961;0.93421776;0.039;6.02134E-07
0.962;0.93650504;0.038;5.66461E-07
0.963;0.9387646;0.037;5.32485E-07
0.964;0.9409961;0.036;5.00135E-07
0.965;0.94319921;0.035;4.69347E-07
0.966;0.94537359;0.034;4.40054E-07
0.967;0.94751891;0.033;4.12196E-07
0.968;0.94963483;0.032;3.85713E-07
0.969;0.95172103;0.031;3.60546E-07
0.97;0.95377717;0.03;3.36641E-07
0.971;0.95580295;0.029;3.13944E-07
0.972;0.95779803;0.028;2.92402E-07
0.973;0.9597621;0.027;2.71968E-07
0.974;0.96169484;0.026;2.52592E-07
0.975;0.96359594;0.025;2.34229E-07
0.976;0.9654651;0.024;2.16835E-07
0.977;0.967302;0.023;2.00366E-07
0.978;0.96910634;0.022;1.84781E-07
0.979;0.97087782;0.021;1.70042E-07
0.98;0.97261615;0.02;1.56111E-07
0.981;0.97432103;0.019;1.4295E-07
0.982;0.97599218;0.018;1.30524E-07
0.983;0.97762931;0.017;1.18801E-07
0.984;0.97923213;0.016;1.07747E-07
0.985;0.98080038;0.015;9.73314E-08
0.986;0.98233377;0.014;8.75245E-08
0.987;0.98383204;0.013;7.82975E-08
0.988;0.98529492;0.012;6.96229E-08
0.989;0.98672215;0.011;6.14742E-08
0.99;0.98811348;0.01;5.38261E-08
0.991;0.98946864;0.009;4.66543E-08
0.992;0.99078741;0.008;3.99355E-08
0.993;0.99206952;0.007;3.36473E-08
0.994;0.99331474;0.006;2.77684E-08
0.995;0.99452285;0.005;2.22783E-08
0.996;0.9956936;0.004;1.71572E-08
0.997;0.99682678;0.003;1.23865E-08
0.998;0.99792217;0.002;7.94807E-09
0.999;0.99897956;0.001;3.82473E-09
0.99999;0.99999;0.00001;3.82473E-09
